EGAD;Eaagads Ltd;25.0;25.0;25.0;24.0;1200
KUKZ;Kakuzi;86.0;86.0;86.0;86.0;-
KAPC;Kapchorua Tea Kenya Plc;125.0;125.0;125.0;125.0;-
LIMT;Limuru Tea Company Ltd;470.0;470.0;470.0;470.0;-
SASN;Sasini Tea and Coffee Ltd;12.7;13.0;12.7;13.1;18600
WTK;Williamson Tea Kenya Plc;230.0;230.0;230.0;225.0;300
C&G;Car and General (K) Ltd;26.0;26.0;26.0;26.0;5100
CMC;CMC Holdings Ltd;13.5;13.5;13.5;13.5;-
FIRE;Sameer Africa Ltd;5.35;5.5;5.4;5.5;12900
BBK;Barclays Bank Ltd;17.4;17.55;17.45;17.45;332300
COOP;Co-operative Bank of Kenya Ltd;16.2;16.55;16.35;16.45;322000
DTK;Diamond Trust Bank Kenya Ltd;150.0;150.0;150.0;150.0;100
EQTY;Equity Group Holdings Ltd;31.5;32.5;31.75;32.0;806200
HFCK;HF Group Limited;24.75;26.0;24.75;25.0;87100
KCB;Kenya Commercial Bank Ltd;41.5;41.75;41.5;41.5;485700
NBK;National Bank of Kenya Ltd;20.25;22.0;20.5;21.75;105700
NIC;NIC Bank Ltd;50.5;54.5;52.0;52.5;45900
CFC;Stanbic Holdings Ltd;59.0;62.0;59.0;59.0;41900
SCBK;Standard Chartered Bank Ltd;275.0;289.0;279.0;281.0;6300
XPRS;Express Ltd;4.0;4.0;4.0;4.0;-
KQ;Kenya Airways Ltd;10.9;11.1;10.95;11.1;832600
LKL;Longhorn Kenya Ltd;9.0;9.0;9.0;9.0;6000
NMG;Nation Media Group Plc;279.0;280.0;279.0;279.0;53400
SGL;Standard Group Ltd;29.75;29.75;29.75;29.0;8300
TPSE;TPS Eastern Africa (Serena) Ltd;52.5;53.5;52.5;52.0;1500
UCHM;Uchumi Supermarket Ltd;19.75;20.5;19.8;20.5;174300
SCAN;WPP ScanGroup Ltd;66.0;66.0;66.0;65.5;2900
ARM;ARM Cement Ltd;62.0;65.0;62.5;65.0;17100
BAMB;Bamburi Cement Ltd;204.0;204.0;204.0;204.0;-
BERG;Crown Berger Ltd;56.0;56.0;56.0;56.0;4600
CABL;East African Cables Ltd;16.5;16.95;16.7;16.9;8400
PORT;East African Portland Cement Ltd;56.0;57.0;56.5;57.0;1800
KENO;KenolKobil Ltd;9.7;10.0;9.75;9.5;153800
KEGN;Kenya Electricity Generating Company Ltd;14.9;15.3;15.0;15.15;321000
KPLC;Kenya Power and Lighting Ltd;18.25;18.5;18.3;18.25;470900
TOTL;Total Kenya Ltd;16.4;16.5;16.45;16.45;18500
BRIT;Britam Holdings Ltd;8.0;8.45;8.1;8.4;179200
CIC;CIC Insurance Group Ltd;5.0;5.3;5.1;5.25;189500
JUB;Jubilee Holdings Ltd;260.0;260.0;260.0;260.0;4100
KNRE;Kenya Re-Insurance Corporation Ltd;15.4;16.4;15.95;16.3;316300
CFCI;Liberty Kenya Holdings Ltd;11.5;11.95;11.6;11.55;42700
PAFR;Sanlam Kenya Plc;61.0;62.0;61.0;62.0;10800
ICDC;Centum Investment Company Ltd;19.5;20.0;19.9;19.85;248800
OCH;Olympia Capital Holdings Ltd;4.5;4.85;4.55;5.0;2900
TCL;Trans-Century Ltd;36.0;37.0;36.25;36.75;800
BOC;BOC Kenya Ltd;106.0;110.0;109.0;110.0;2400
BAT;British American Tobacco Kenya Ltd;560.0;560.0;560.0;560.0;-
CARB;Carbacid Investments Ltd;136.0;137.0;136.0;136.0;1300
EABL;East African Breweries Ltd;300.0;305.0;300.0;297.0;349700
EVRD;Eveready East Africa Ltd;2.75;2.85;2.75;2.75;128400
ORCH;Kenya Orchards Ltd;3.0;3.0;3.0;3.0;-
MSC;Mumias Sugar Company Ltd;4.75;4.8;4.75;4.75;865000
UNGA;Unga Group Ltd;15.5;15.5;15.5;15.5;4600
SCOM;Safaricom Ltd;6.65;6.75;6.7;6.65;4.58M
KPLC-P4;KPLC-P4;7.65;7.65;7.65;7.65;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
^N20I;NSE 20-Share Index;4763.09;4763.09;4763.09;4785.38;-
^NASI;NSE All-Share Index;117.36;117.36;117.36;117.41;-
;;;;;;
