EGAD;Eaagads Ltd;20.0;20.0;20.0;22.0;2000
KUKZ;Kakuzi;269.0;269.0;269.0;269.0;-
KAPC;Kapchorua Tea Company Ltd;75.0;75.0;75.0;75.0;-
LIMT;Limuru Tea Company Ltd;650.0;650.0;650.0;650.0;-
SASN;Sasini Tea and Coffee Ltd;16.85;18.3;17.95;17.9;77300
WTK;Williamson Tea Kenya Ltd;180.0;180.0;180.0;179.0;500
C&G;Car and General (K) Ltd;24.5;27.0;26.5;27.0;1800
CMC;CMC Holdings Ltd;13.5;13.5;13.5;13.5;-
FIRE;Sameer Africa Ltd;2.75;2.75;2.75;2.5;600
BBK;Barclays Bank Ltd;8.0;8.45;8.05;8.1;1.11M
COOP;Co-operative Bank of Kenya Ltd;11.9;12.1;11.95;12.1;290700
DTK;Diamond Trust Bank Kenya Ltd;135.0;140.0;139.0;135.0;373300
EQTY;Equity Group Holdings Ltd;26.75;27.5;26.75;26.5;5.02M
HFCK;HF Group Limited;15.65;15.8;15.75;15.85;14300
I&M;I & M Holdings Limited;85.0;86.0;85.5;87.0;200
KCB;Kenya Commercial Bank Ltd;25.0;25.75;25.25;25.75;3.06M
NBK;National Bank of Kenya Ltd;6.45;6.5;6.45;6.45;3100
NIC;NIC Bank Ltd;25.75;27.5;25.75;25.75;2500
CFC;Stanbic Holdings Ltd;75.0;76.0;75.5;73.5;600
SCBK;Standard Chartered Bank Ltd;185.0;190.0;185.0;186.0;4200
DCON;Deacons (East Africa) PLC;10.6;10.6;10.6;10.6;-
XPRS;Express Ltd;3.0;3.3;3.15;3.0;200
KQ;Kenya Airways Ltd;3.8;4.0;3.85;3.9;1.16M
LKL;Longhorn Kenya Ltd;5.3;5.4;5.3;5.25;9500
NBV;Nairobi Business Ventures Ltd;6.5;7.5;7.0;7.2;1100
NMG;Nation Media Group;110.0;121.0;112.0;110.0;700
SGL;Standard Group Ltd;19.95;19.95;19.95;19.95;-
TPSE;TPS Eastern Africa (Serena) Ltd;18.05;18.05;18.05;18.0;1200
UCHM;Uchumi Supermarket Ltd;3.3;3.6;3.5;3.55;37200
SCAN;WPP ScanGroup Ltd;18.05;19.0;18.15;18.1;1300
ARM;ARM Cement Ltd;23.0;25.0;23.0;24.75;26100
BAMB;Bamburi Cement Ltd;164.0;164.0;164.0;157.0;2800
BERG;Crown Berger Ltd;45.0;45.0;45.0;44.5;600
CABL;East African Cables Ltd;7.0;7.05;7.0;7.0;3300
PORT;East African Portland Cement Ltd;20.75;20.75;20.75;20.75;-
KENO;KenolKobil Ltd;11.2;11.5;11.45;11.35;814200
KEGN;Kenya Electricity Generating Company Ltd;6.5;6.65;6.55;6.6;2.30M
KPLC;Kenya Power and Lighting Ltd;8.2;8.4;8.3;8.1;88800
TOTL;Total Kenya Ltd;17.25;17.5;17.45;17.55;14500
UMME;Umeme Limited;16.7;16.7;16.7;16.7;-
BRIT;Britam Holdings Ltd;10.05;10.25;10.1;10.3;90900
CIC;CIC Insurance Group Ltd;4.0;4.3;4.15;3.95;144500
JUB;Jubilee Holdings Ltd;465.0;470.0;466.0;465.0;3000
KNRE;Kenya Re-Insurance Corporation Ltd;19.6;20.75;19.95;19.6;25400
CFCI;Liberty Kenya Holdings Ltd;14.0;14.0;14.0;14.0;1500
PAFR;Sanlam Kenya Plc;37.0;37.0;37.0;37.0;-
ICDC;Centum Investment Company Ltd;42.0;43.0;42.5;43.0;75600
HAFR;Home Afrika Ltd;1.1;1.2;1.15;1.1;66900
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;2.75;2.8;2.75;2.75;1600
TCL;Trans-Century Ltd;8.5;9.0;8.9;9.4;1500
NSE;Nairobi Securities Exchange Ltd;15.2;16.0;15.45;15.65;8000
BOC;BOC Kenya Ltd;99.0;99.0;99.0;99.0;-
BAT;British American Tobacco Kenya Ltd;819.0;819.0;819.0;819.0;2400
CARB;Carbacid Investments Ltd;15.0;15.0;15.0;13.85;100
EABL;East African Breweries Ltd;284.0;288.0;285.0;284.0;245800
EVRD;Eveready East Africa Ltd;2.0;2.0;2.0;1.9;7800
FTGH;Flame Tree Group Holdings Ltd;5.25;5.4;5.25;5.3;6000
ORCH;Kenya Orchards Ltd;95.0;95.0;95.0;95.0;-
MSC;Mumias Sugar Company Ltd;1.05;1.15;1.05;1.1;70500
UNGA;Unga Group Ltd;36.25;36.25;36.25;36.25;-
SCOM;Safaricom Ltd;19.2;19.7;19.5;19.4;1.12M
FAHR;Stanlib Fahari Income-REIT;13.5;14.7;13.65;14.0;8600
KPLC-P4;KPLC-P4;5.5;5.5;5.5;5.5;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
^N20I;NSE 20-Share Index;3187.33;3187.33;3187.33;3174.15;-
^N25I;NSE 25-Share Index;3542.78;3542.78;3542.78;3537.61;-
^NASI;NSE All-Share Index;134.55;134.55;134.55;134.12;-
;;;;;;
