EGAD;Eaagads Ltd;17.6;17.6;17.6;200
KUKZ;Kakuzi;35.0;35.0;35.0;800
REA;Rea Vipingo Plantations Ltd;23.0;24.5;23.25;135800
SASN;Sasini Tea and Coffee Ltd;42.5;45.5;44.75;61100
C&G;Car and General (K) Ltd;35.0;35.0;35.0;1000
CMC;CMC Holdings Ltd;105.0;118.0;111.0;164500
FIRE;Sameer Africa Ltd;15.0;15.5;15.05;203900
BBK;Barclays Bank Ltd;309.0;339.0;331.0;151200
DTK;Diamond Trust Bank Kenya Ltd;70.5;76.5;71.5;35300
EQTY;Equity Group Holdings Ltd;130.0;144.0;140.0;339400
HFCK;HF Group Limited;39.0;46.0;42.75;205300
KCB;Kenya Commercial Bank Ltd;180.0;190.0;181.0;133900
NBK;National Bank of Kenya Ltd;52.0;58.0;55.0;161500
NIC;NIC Bank Ltd;95.5;98.0;96.0;59300
CFC;Stanbic Holdings Ltd;87.0;87.5;87.0;4500
SCBK;Standard Chartered Bank Ltd;160.0;162.0;160.0;12000
XPRS;Express Ltd;23.0;24.0;23.75;24800
KQ;Kenya Airways Ltd;117.0;124.0;119.0;445300
NMG;Nation Media Group;207.0;212.0;208.0;2400
SGL;Standard Group Ltd;45.0;49.5;48.75;20400
TPSE;TPS Eastern Africa (Serena) Ltd;90.0;100.0;96.0;24700
SCAN;WPP ScanGroup Ltd;28.0;31.25;30.5;1.70M
ARM;ARM Cement Ltd;90.0;94.5;91.0;156300
BAMB;Bamburi Cement Ltd;192.0;195.0;192.0;16800
BERG;Crown Berger Ltd;36.0;36.0;36.0;5000
CABL;East African Cables Ltd;94.5;94.5;94.5;355100
PORT;East African Portland Cement Ltd;125.0;140.0;131.0;21000
KENO;KenolKobil Ltd;115.0;116.0;115.0;16200
KEGN;Kenya Electricity Generating Company Ltd;32.0;34.0;33.5;970100
KPLC;Kenya Power and Lighting Ltd;207.0;231.0;212.0;548600
TOTL;Total Kenya Ltd;36.0;37.5;36.5;35100
JUB;Jubilee Holdings Ltd;161.0;161.0;161.0;900
PAFR;Sanlam Kenya Plc;85.0;88.0;86.0;3000
ICDC;Centum Investment Company Ltd;202.0;220.0;216.0;45000
OCH;Olympia Capital Holdings Ltd;14.0;15.0;14.05;1600
BAT;British American Tobacco Kenya Ltd;185.0;188.0;185.0;13600
EABL;East African Breweries Ltd;140.0;144.0;141.0;190000
MSC;Mumias Sugar Company Ltd;53.0;57.0;55.5;423500
UNGA;Unga Group Ltd;17.9;18.0;17.95;75000
^N20I;NSE 20-Share Index;4645.56;4645.56;4645.56;-
;;;;;
