KUKZ;Kakuzi;30.0;30.5;30.25;30.75;2100
KAPC;Kapchorua Tea Company Ltd;83.0;83.0;83.0;82.0;100
SASN;Sasini Tea and Coffee Ltd;13.5;15.0;14.55;14.55;58200
C&G;Car and General (K) Ltd;54.0;54.0;54.0;54.5;1000
CMC;CMC Holdings Ltd;14.0;15.0;14.45;15.0;476400
FIRE;Sameer Africa Ltd;10.5;11.0;10.85;10.35;52500
BBK;Barclays Bank Ltd;72.5;75.5;73.5;73.5;337100
DTK;Diamond Trust Bank Kenya Ltd;83.0;86.0;84.5;85.5;9500
EQTY;Equity Group Holdings Ltd;141.0;146.0;142.0;145.0;87700
HFCK;HF Group Limited;40.0;43.0;41.25;42.5;97700
KCB;Kenya Commercial Bank Ltd;26.5;27.5;27.0;27.0;2.26M
NBK;National Bank of Kenya Ltd;44.5;47.0;45.5;45.0;179900
NIC;NIC Bank Ltd;53.0;58.5;56.0;58.0;338200
CFC;Stanbic Holdings Ltd;116.0;120.0;118.0;116.0;6900
SCBK;Standard Chartered Bank Ltd;210.0;220.0;217.0;221.0;42300
XPRS;Express Ltd;21.75;22.0;21.75;21.75;9100
KQ;Kenya Airways Ltd;46.0;50.0;47.5;46.5;215400
NMG;Nation Media Group;305.0;312.0;310.0;307.0;12300
SGL;Standard Group Ltd;53.0;55.0;54.0;53.0;6900
TPSE;TPS Eastern Africa (Serena) Ltd;60.0;62.0;61.0;62.5;37200
SCAN;WPP ScanGroup Ltd;28.0;29.5;28.75;29.0;94800
ARM;ARM Cement Ltd;90.0;99.5;95.5;95.0;13400
BAMB;Bamburi Cement Ltd;185.0;185.0;185.0;185.0;30500
BERG;Crown Berger Ltd;42.0;45.0;42.0;42.0;97100
CABL;East African Cables Ltd;38.25;41.0;39.5;39.0;178200
PORT;East African Portland Cement Ltd;125.0;126.0;125.0;125.0;5400
KENO;KenolKobil Ltd;93.0;93.0;93.0;95.5;400
KEGN;Kenya Electricity Generating Company Ltd;25.25;26.75;26.0;26.25;641700
KPLC;Kenya Power and Lighting Ltd;201.0;220.0;209.0;215.0;12100
TOTL;Total Kenya Ltd;30.0;33.0;32.0;32.0;16000
JUB;Jubilee Holdings Ltd;190.0;199.0;196.0;197.0;6200
KNRE;Kenya Re-Insurance Corporation Ltd;15.0;16.0;15.45;15.6;292400
PAFR;Sanlam Kenya Plc;79.0;80.0;79.5;80.0;32400
ICDC;Centum Investment Company Ltd;26.25;27.25;26.75;27.0;187200
OCH;Olympia Capital Holdings Ltd;13.8;14.0;13.95;13.6;12300
BAT;British American Tobacco Kenya Ltd;153.0;160.0;158.0;157.0;74000
EABL;East African Breweries Ltd;146.0;150.0;148.0;149.0;99200
EVRD;Eveready East Africa Ltd;7.55;8.1;7.8;7.8;265800
MSC;Mumias Sugar Company Ltd;12.9;13.95;13.25;13.3;1.23M
UNGA;Unga Group Ltd;13.5;15.0;14.8;15.0;6400
^N20I;NSE 20-Share Index;4986.06;4986.06;4986.06;4996.08;-
;;;;;;
