Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20061101,205.0,225.0,214.25,207.75,34800
20061102,210.0,244.0,226.75,214.25,21200
20061103,210.0,226.0,219.5,226.75,42600
20061106,210.0,222.0,215.75,219.5,30800
20061107,201.0,215.0,210.5,215.75,22700
20061108,192.0,210.0,204.0,210.5,25400
20061109,181.0,210.0,203.75,204.0,30800
20061110,200.0,210.0,206.25,203.75,64800
20061113,190.0,209.0,201.5,206.25,9500
20061114,189.0,205.0,199.0,201.5,34600
20061115,181.0,200.0,194.5,199.0,16600
20061116,191.0,207.0,201.0,194.5,25000
20061117,199.0,207.0,200.5,201.0,8300
20061120,200.0,210.0,208.5,200.5,32600
20061121,200.0,215.0,209.5,208.5,77700
20061122,210.0,216.0,210.0,209.5,16600
20061123,201.0,210.0,207.5,210.0,15000
20061124,206.0,216.0,210.25,207.5,19200
20061127,210.0,220.0,213.25,210.25,11000
20061128,207.0,220.0,212.0,213.25,35200
20061129,193.0,214.0,207.75,212.0,69300
20061130,200.0,213.0,209.75,207.75,134200
20061201,195.0,209.0,202.25,209.75,74100
20061204,195.0,210.0,204.25,202.25,39800
20061205,197.0,208.0,204.75,204.25,59200
20061206,195.0,210.0,206.5,204.75,92500
20061207,200.0,211.0,206.25,206.5,75800
20061208,208.0,216.0,212.25,206.25,33500
20061211,210.0,220.0,211.0,212.25,126200
20061213,200.0,220.0,210.5,211.0,99900
20061214,201.0,210.0,209.25,210.5,73600
20061215,202.0,210.0,205.0,209.25,3400
20061218,200.0,205.0,202.75,205.0,13800
20061219,201.0,205.0,202.5,202.75,4700
20061220,200.0,210.0,202.75,202.5,5300
20061221,201.0,205.0,203.5,202.75,7400
20061222,201.0,210.0,203.0,203.5,15700
20061227,204.0,205.0,204.75,203.0,17200
20061228,204.0,208.0,205.5,204.75,3500
20061229,205.0,207.0,205.0,205.5,9500
