20061002,20.75,24.0,23.0,38600
20061003,21.0,22.0,21.75,17200
20061004,20.5,22.0,21.25,39500
20061005,20.0,22.0,21.75,49900
20061006,20.5,22.5,21.5,140300
20061009,22.0,23.0,22.25,76600
20061010,22.0,23.0,22.25,76600
20061011,22.5,24.25,23.5,304400
20061012,23.0,25.0,24.25,197200
20061013,23.0,24.75,23.0,404000
20061016,23.5,24.5,24.25,187200
20061017,23.0,24.75,23.75,96900
20061018,24.0,25.0,24.25,77500
20061019,24.0,24.5,24.0,108800
20061023,24.0,26.0,25.25,392700
20061024,24.0,26.0,25.25,392700
20061025,24.0,25.0,24.75,99900
20061026,24.0,25.0,24.5,89500
20061027,24.0,26.0,25.25,255200
20061030,25.0,26.0,25.75,90900
20061031,25.25,28.0,26.0,156000
