20140102,29.0,29.5,29.25,5300
20140103,29.0,29.0,29.0,2.01M
20140106,29.0,29.75,29.25,10800
20140107,29.0,29.75,29.0,621200
20140108,29.75,30.0,29.75,3400
20140109,29.75,30.0,29.75,8300
20140110,29.5,30.0,29.75,71700
20140113,29.5,29.5,29.5,6800
20140114,29.0,29.5,29.25,13500
20140115,29.5,29.5,29.5,7200
20140116,30.0,30.0,30.0,19800
20140117,29.5,30.0,29.75,51800
20140120,29.5,30.0,29.75,19200
20140121,29.5,30.0,29.5,28500
20140122,30.0,30.0,30.0,1.05M
20140123,29.25,30.0,29.75,98000
20140124,29.75,31.0,30.25,44400
20140127,29.5,30.0,29.5,4000
20140128,29.25,30.0,29.75,1.02M
20140129,29.5,30.0,29.75,16400
20140130,29.5,30.0,29.5,14000
20140131,28.75,30.0,29.25,48500
