KAPC;Kapchorua Tea Kenya Plc;92.0;92.0;92.0;90.5;100
SASN;Sasini Tea and Coffee Ltd;18.0;19.0;18.75;18.95;50600
WTK;Williamson Tea Kenya Plc;115.0;115.0;115.0;106.0;100
CMC;CMC Holdings Ltd;16.0;17.0;16.45;16.05;662500
FIRE;Sameer Africa Ltd;12.0;13.0;12.95;12.7;25300
BBK;Barclays Bank Ltd;76.0;80.5;79.0;78.5;485500
DTK;Diamond Trust Bank Kenya Ltd;100.0;105.0;101.0;99.5;13500
EQTY;Equity Group Holdings Ltd;120.0;129.0;123.0;122.0;209600
HFCK;HF Group Limited;31.0;34.0;31.75;31.75;94200
KCB;Kenya Commercial Bank Ltd;27.0;28.0;27.5;27.5;1.45M
NBK;National Bank of Kenya Ltd;44.25;47.0;45.75;44.25;104200
NIC;NIC Bank Ltd;170.0;181.0;175.0;169.0;59600
CFC;Stanbic Holdings Ltd;140.0;145.0;143.0;144.0;9000
SCBK;Standard Chartered Bank Ltd;185.0;193.0;191.0;191.0;20700
XPRS;Express Ltd;23.25;24.5;23.5;24.0;17900
KQ;Kenya Airways Ltd;70.5;73.5;71.5;71.0;719800
NMG;Nation Media Group Plc;265.0;267.0;265.0;265.0;4700
SGL;Standard Group Ltd;52.0;59.0;54.0;56.5;29600
TPSE;TPS Eastern Africa (Serena) Ltd;82.0;83.5;82.0;80.0;24000
SCAN;WPP ScanGroup Ltd;26.0;27.5;26.75;26.75;263400
ARM;ARM Cement Ltd;90.0;95.0;94.0;94.5;93000
BAMB;Bamburi Cement Ltd;200.0;200.0;200.0;200.0;204500
BERG;Crown Berger Ltd;42.5;50.0;44.25;47.0;52300
CABL;East African Cables Ltd;46.5;50.5;49.0;49.0;316900
PORT;East African Portland Cement Ltd;136.0;136.0;136.0;130.0;100
KENO;KenolKobil Ltd;100.0;105.0;104.0;98.5;87000
KEGN;Kenya Electricity Generating Company Ltd;31.0;33.25;32.25;31.5;1.42M
KPLC;Kenya Power and Lighting Ltd;260.0;283.0;274.0;258.0;48200
TOTL;Total Kenya Ltd;30.0;31.0;30.0;30.25;52700
JUB;Jubilee Holdings Ltd;220.0;239.0;222.0;220.0;2800
KNRE;Kenya Re-Insurance Corporation Ltd;16.8;17.95;17.5;17.75;8.81M
PAFR;Sanlam Kenya Plc;96.5;97.0;96.5;97.0;7500
ICDC;Centum Investment Company Ltd;30.0;32.0;31.0;30.75;273900
OCH;Olympia Capital Holdings Ltd;17.5;17.5;17.5;18.8;100
BAT;British American Tobacco Kenya Ltd;157.0;158.0;157.0;158.0;7400
EABL;East African Breweries Ltd;169.0;180.0;172.0;171.0;298600
EVRD;Eveready East Africa Ltd;8.0;8.2;8.0;8.15;37500
MSC;Mumias Sugar Company Ltd;41.5;43.25;42.25;42.5;999700
UNGA;Unga Group Ltd;15.0;15.5;15.0;15.05;15600
^N20I;NSE 20-Share Index;5458.4;5458.4;5458.4;5419.63;-
;;;;;;
