20160401;16.7;17.0;16.85;16.9;6.05M
20160404;16.7;16.9;16.8;16.85;3.35M
20160405;16.75;16.8;16.75;16.8;18.10M
20160406;16.75;16.9;16.75;16.75;2.61M
20160407;16.75;16.8;16.75;16.75;4.11M
20160408;16.7;16.8;16.75;16.75;7.68M
20160411;16.65;16.8;16.7;16.75;1.69M
20160412;16.65;16.75;16.7;16.7;1.59M
20160413;16.7;16.8;16.7;16.7;4.07M
20160414;16.75;17.1;16.95;16.7;3.63M
20160415;16.8;17.3;17.1;16.95;10.77M
20160418;17.1;17.3;17.15;17.1;12.91M
20160419;17.2;17.35;17.3;17.15;21.15M
20160420;17.25;17.85;17.45;17.3;5.16M
20160421;17.25;17.85;17.4;17.45;8.76M
20160422;16.9;17.4;17.1;17.4;12.30M
20160425;16.85;17.0;16.95;17.1;1.06M
20160426;16.85;17.0;16.9;16.95;10.65M
20160427;16.85;17.1;16.95;16.9;8.11M
20160428;16.9;17.15;17.1;16.95;9.97M
20160429;17.0;17.15;17.1;17.1;6.73M
20160401;16.7;17.0;16.85;16.9;6.05M
20160404;16.7;16.9;16.8;16.85;3.35M
20160405;16.75;16.8;16.75;16.8;18.10M
20160406;16.75;16.9;16.75;16.75;2.61M
20160407;16.75;16.8;16.75;16.75;4.11M
20160408;16.7;16.8;16.75;16.75;7.68M
20160411;16.65;16.8;16.7;16.75;1.69M
20160412;16.65;16.75;16.7;16.7;1.59M
20160413;16.7;16.8;16.7;16.7;4.07M
20160414;16.75;17.1;16.95;16.7;3.63M
20160415;16.8;17.3;17.1;16.95;10.77M
20160418;17.1;17.3;17.15;17.1;12.91M
20160419;17.2;17.35;17.3;17.15;21.15M
20160420;17.25;17.85;17.45;17.3;5.16M
20160421;17.25;17.85;17.4;17.45;8.76M
20160422;16.9;17.4;17.1;17.4;12.30M
20160425;16.85;17.0;16.95;17.1;1.06M
20160426;16.85;17.0;16.9;16.95;10.65M
20160427;16.85;17.1;16.95;16.9;8.11M
20160428;16.9;17.15;17.1;16.95;9.97M
20160429;17.0;17.15;17.1;17.1;6.73M
