20090803,9.85,9.85,9.85,500
20090804,9.0,9.4,9.0,1400
20090805,9.0,9.0,9.0,1300
20090806,9.0,9.0,9.0,-
20090807,9.2,9.2,9.2,800
20090810,9.0,9.2,9.15,1000
20090811,9.15,9.15,9.15,100
20090812,9.15,9.8,9.35,700
20090813,9.5,9.8,9.7,400
20090814,9.7,10.5,9.95,800
20090817,10.0,10.5,10.05,8200
20090818,10.0,10.0,10.0,2000
20090819,9.35,10.0,9.9,800
20090820,9.8,10.0,9.9,300
20090821,9.9,9.9,9.9,-
20090824,9.8,10.0,9.85,2000
20090825,9.8,10.0,9.85,2000
20090826,9.85,9.85,9.85,-
20090827,9.5,10.0,9.6,2400
20090828,9.8,10.0,9.8,2600
20090831,9.8,9.85,9.8,200
