Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20180102;5.2;5.7;5.4;5.35;57500
20180103;5.4;5.7;5.45;5.4;2300
20180104;5.4;5.9;5.7;5.45;70600
20180105;5.7;5.7;5.7;5.7;10400
20180108;5.7;6.25;5.82;5.7;10900
20180109;5.4;5.45;5.4;5.82;24600
20180110;5.5;5.9;5.8;5.4;21000
20180111;5.5;5.9;5.75;5.8;33500
20180112;5.35;5.5;5.35;5.75;69100
20180115;5.4;5.4;5.4;5.35;27300
20180116;5.4;5.5;5.4;5.4;12800
20180117;5.4;5.4;5.4;5.4;27200
20180118;5.4;5.7;5.4;5.4;5800
20180119;5.4;5.65;5.45;5.4;13700
20180122;5.5;5.55;5.5;5.45;21700
20180123;5.4;5.7;5.5;5.5;16000
20180124;5.3;5.4;5.3;5.5;1000
20180125;5.4;5.45;5.4;5.3;19400
20180126;5.0;5.5;5.2;5.4;15300
20180129;5.2;5.4;5.3;5.2;2100
20180130;5.25;5.45;5.4;5.3;19200
20180131;5.45;5.45;5.45;5.4;-
