20090504,11.95,12.0,11.95,1.33M
20090505,11.8,12.0,11.95,47000
20090506,11.85,12.0,11.9,66900
20090507,11.9,12.25,11.95,367100
20090508,12.05,12.25,12.15,238000
20090511,12.15,12.5,12.45,826100
20090512,12.25,12.75,12.5,46000
20090513,12.25,12.5,12.45,76100
20090514,12.0,12.4,12.15,52700
20090515,12.0,12.3,12.15,66400
20090518,11.85,12.25,12.05,73000
20090519,12.0,12.25,12.05,110800
20090520,11.9,12.3,12.1,61800
20090521,11.8,12.4,12.0,94100
20090522,11.85,12.45,11.85,146800
20090525,11.85,12.0,11.9,246300
20090526,11.5,12.4,11.8,93900
20090527,11.0,11.85,11.6,84700
20090528,11.6,11.8,11.7,85600
20090529,11.7,11.85,11.75,67600
