20081001,7.7,7.75,7.7,49400
20081002,7.8,8.5,8.0,21100
20081003,7.3,8.8,7.75,86700
20081006,8.0,8.5,8.15,46300
20081007,7.95,8.0,7.95,64500
20081008,7.9,8.15,8.0,74900
20081009,7.8,8.0,7.95,29500
20081010,7.8,8.0,7.95,29500
20081013,7.95,8.0,7.95,5000
20081014,7.75,8.0,7.95,10000
20081015,8.0,8.0,8.0,18700
20081016,7.7,8.0,7.75,15900
20081017,7.7,8.0,7.8,11500
20081021,7.25,7.75,7.55,13700
20081022,7.5,8.0,7.65,8900
20081023,7.5,7.8,7.5,7800
20081024,7.5,8.0,7.75,5800
20081027,7.4,7.75,7.55,5700
20081028,7.3,8.0,7.45,10600
20081029,7.3,7.55,7.45,7400
20081030,7.45,7.65,7.5,8900
20081031,7.5,8.0,7.65,17900
