20160901,3.7,4.15,3.8,46800
20160902,4.15,4.15,4.15,100
20160905,4.25,4.55,4.4,32600
20160906,4.8,4.8,4.8,4900
20160907,4.7,4.95,4.7,14700
20160908,4.7,4.8,4.7,50200
20160909,4.7,4.7,4.7,-
20160912,4.7,4.7,4.7,-
20160913,4.7,4.8,4.7,10800
20160914,4.7,4.9,4.7,17400
20160915,4.8,5.05,4.95,16200
20160916,4.95,5.15,5.0,10700
20160919,4.7,5.0,4.9,12500
20160920,5.0,5.35,5.1,32900
20160921,5.2,5.4,5.2,8900
20160922,5.2,5.35,5.25,3500
20160923,5.3,5.35,5.3,1.48M
20160926,5.25,5.4,5.25,6000
20160927,5.3,5.5,5.4,12600
20160928,5.2,5.4,5.2,6100
20160929,5.0,5.2,5.0,30300
20160930,5.1,5.2,5.1,6500
